,instant,Date of the ride,season,holiday,weekday,Weather situation,temp,atemp,Relative humidity,windspeed,Non-registered user rentals,Registered user rentals,Total Rentals
491,492,22-01-2011,Spring,Not a Holiday,Working day,"Clear, Few clouds, Partly cloudy",feels like 8 degree celsius,0.1667,35 %,0.0,12,72,84
492,493,22-01-2011,Spring,Not a Holiday,Working day,"Clear, Few clouds, Partly cloudy",feels like 10 degree celsius,0.1364,33 %,0.1045,11,64,75
493,494,22-01-2011,Spring,Not a Holiday,Working day,"Clear, Few clouds, Partly cloudy",feels like 12 degree celsius,0.1515,28 %,0.0,10,93,103
494,495,22-01-2011,Spring,Not a Holiday,Working day,"Clear, Few clouds, Partly cloudy",feels like 12 degree celsius,0.1364,28 %,0.194,11,72,83
495,496,22-01-2011,Spring,Not a Holiday,Working day,"Clear, Few clouds, Partly cloudy",feels like 12 degree celsius,0.197,28 %,0.0,8,59,67
496,497,22-01-2011,Spring,Not a Holiday,Working day,"Clear, Few clouds, Partly cloudy",feels like 8 degree celsius,0.0909,35 %,0.194,0,54,54
497,498,22-01-2011,Spring,Not a Holiday,Working day,"Clear, Few clouds, Partly cloudy",feels like 8 degree celsius,0.1061,35 %,0.1343,6,53,59
498,499,22-01-2011,Spring,Not a Holiday,Working day,"Clear, Few clouds, Partly cloudy",feels like 6 degree celsius,0.0758,45 %,0.1642,1,44,45
499,500,22-01-2011,Spring,Not a Holiday,Working day,"Clear, Few clouds, Partly cloudy",feels like 6 degree celsius,0.1061,41 %,0.0896,0,39,39
500,501,22-01-2011,Spring,Not a Holiday,Working day,"Clear, Few clouds, Partly cloudy",feels like 6 degree celsius,0.1515,49 %,0.0,7,23,30
501,502,22-01-2011,Spring,Not a Holiday,Working day,"Clear, Few clouds, Partly cloudy",feels like 4 degree celsius,0.0758,56 %,0.1045,2,31,33
502,503,23-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 4 degree celsius,0.0758,56 %,0.1045,2,20,22
503,504,23-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 4 degree celsius,0.0758,56 %,0.1045,1,12,13
504,505,23-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 2 degree celsius,0.0606,62 %,0.1343,3,15,18
505,506,23-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 2 degree celsius,0.0606,62 %,0.1343,1,4,5
506,507,23-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 4 degree celsius,0.0758,56 %,0.1045,0,3,3
507,508,23-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 4 degree celsius,0.0758,56 %,0.1045,0,1,1
508,509,23-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 8 degree celsius,0.1061,57 %,0.1642,1,1,2
509,510,23-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 6 degree celsius,0.0758,62 %,0.1642,2,17,19
510,511,23-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 10 degree celsius,0.0758,54 %,0.3582,3,25,28
511,512,23-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 14 degree celsius,0.1061,46 %,0.3881,7,51,58
512,513,23-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 14 degree celsius,0.1364,43 %,0.2239,22,77,99
513,514,23-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 16 degree celsius,0.1212,37 %,0.4627,24,92,116
514,515,23-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 14 degree celsius,0.1061,33 %,0.3881,12,75,87
515,516,23-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 16 degree celsius,0.1364,28 %,0.3582,17,93,110
516,517,23-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 16 degree celsius,0.1364,28 %,0.3582,13,64,77
517,518,23-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 16 degree celsius,0.1364,26 %,0.3284,9,56,65
518,519,23-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 14 degree celsius,0.1061,26 %,0.3881,5,50,55
519,520,23-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 12 degree celsius,0.1212,30 %,0.2537,5,44,49
520,521,23-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 12 degree celsius,0.1212,30 %,0.2836,5,45,50
521,522,23-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 10 degree celsius,0.1061,36 %,0.2537,4,31,35
522,523,23-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 10 degree celsius,0.1061,36 %,0.194,5,20,25
523,524,23-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 8 degree celsius,0.0909,38 %,0.194,5,23,28
524,525,23-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 6 degree celsius,0.0606,41 %,0.2239,4,17,21
525,526,24-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 6 degree celsius,0.0606,41 %,0.194,0,7,7
526,527,24-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 4 degree celsius,0.0455,45 %,0.194,0,1,1
527,528,24-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 4 degree celsius,0.0303,45 %,0.2537,0,1,1
528,529,24-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 2 degree celsius,0.0606,48 %,0.1343,0,1,1
529,530,24-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 2 degree celsius,0.0606,48 %,0.1343,0,5,5
530,531,24-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 2 degree celsius,0.0758,48 %,0.0896,0,15,15
531,532,24-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 2 degree celsius,0.1212,48 %,0.0,5,79,84
532,533,24-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 4 degree celsius,0.1364,49 %,0.0,6,171,177
533,534,24-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 6 degree celsius,0.1515,41 %,0.0,4,98,102
534,535,24-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 10 degree celsius,0.1364,42 %,0.0,6,34,40
535,536,24-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 10 degree celsius,0.1212,46 %,0.1343,3,43,46
536,537,24-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 12 degree celsius,0.1364,42 %,0.194,11,52,63
537,538,24-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 14 degree celsius,0.1364,43 %,0.2239,6,54,60
538,539,24-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 14 degree celsius,0.1364,46 %,0.2239,2,43,45
539,540,24-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 16 degree celsius,0.1667,40 %,0.1642,7,50,57
540,541,24-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 16 degree celsius,0.1515,47 %,0.2537,4,66,70
542,543,24-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 14 degree celsius,0.1364,59 %,0.194,8,145,153
543,544,24-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 14 degree celsius,0.1515,54 %,0.1642,5,101,106
544,545,24-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 14 degree celsius,0.1364,59 %,0.194,1,80,81
545,546,24-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 14 degree celsius,0.1515,63 %,0.1642,6,53,59
546,547,24-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 14 degree celsius,0.1364,63 %,0.2239,3,32,35
547,548,24-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 16 degree celsius,0.1515,64 %,0.2537,3,21,24
548,549,25-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 16 degree celsius,0.1364,69 %,0.2836,3,6,9
549,550,25-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 16 degree celsius,0.1667,69 %,0.1642,0,5,5
550,551,25-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 16 degree celsius,0.1515,69 %,0.2239,0,2,2
551,552,25-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 14 degree celsius,0.1667,74 %,0.1045,0,1,1
552,553,25-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 14 degree celsius,0.1364,74 %,0.2239,0,9,9
553,554,25-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 16 degree celsius,0.1818,74 %,0.1045,1,35,36
554,555,25-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 16 degree celsius,0.1515,74 %,0.2239,5,103,108
556,557,25-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 20 degree celsius,0.2273,64 %,0.0896,10,134,144
557,558,25-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 22 degree celsius,0.2424,60 %,0.1045,6,49,55
558,559,25-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 24 degree celsius,0.2424,60 %,0.1343,6,55,61
559,560,25-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 26 degree celsius,0.2879,56 %,0.0896,21,85,106
560,561,25-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 26 degree celsius,0.2727,56 %,0.1343,21,72,93
561,562,25-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 30 degree celsius,0.3333,45 %,0.0,11,57,68
562,563,25-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 32 degree celsius,0.3485,42 %,0.0,21,63,84
563,564,25-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 32 degree celsius,0.3485,42 %,0.0,14,102,116
566,567,25-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 26 degree celsius,0.2576,65 %,0.1642,13,133,146
567,568,25-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 24 degree celsius,0.2273,65 %,0.194,16,103,119
568,569,25-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 24 degree celsius,0.2273,65 %,0.194,5,40,45
569,570,25-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 22 degree celsius,0.2273,64 %,0.1642,4,49,53
570,571,25-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 22 degree celsius,0.2273,64 %,0.1642,3,37,40
571,572,26-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 22 degree celsius,0.2273,69 %,0.1343,3,14,17
572,573,26-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 24 degree celsius,0.2424,65 %,0.1343,0,5,5
573,574,26-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain +Scattered clouds",feels like 22 degree celsius,0.2273,69 %,0.194,3,7,10
574,575,26-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain +Scattered clouds",feels like 20 degree celsius,0.1818,86 %,0.2836,0,1,1
575,576,26-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain +Scattered clouds",feels like 20 degree celsius,0.1818,86 %,0.2836,0,8,8
576,577,26-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain +Scattered clouds",feels like 22 degree celsius,0.2121,87 %,0.2985,1,29,30
577,578,26-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain +Scattered clouds",feels like 22 degree celsius,0.2121,87 %,0.2985,3,69,72
578,579,26-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain +Scattered clouds",feels like 22 degree celsius,0.2121,87 %,0.2985,3,55,58
579,580,26-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain +Scattered clouds",feels like 22 degree celsius,0.2121,93 %,0.2836,2,26,28
580,581,26-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain +Scattered clouds",feels like 22 degree celsius,0.197,93 %,0.3284,6,35,41
581,582,26-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain +Scattered clouds",feels like 22 degree celsius,0.197,93 %,0.3284,7,41,48
582,583,26-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain +Scattered clouds",feels like 22 degree celsius,0.197,93 %,0.3284,4,43,47
583,584,26-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain +Scattered clouds",feels like 22 degree celsius,0.197,93 %,0.3582,0,36,36
584,585,26-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain +Scattered clouds",feels like 22 degree celsius,0.1818,93 %,0.4627,1,42,43
585,586,26-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Heavy Rain + Ice Pallets + Thunderstorm + Mist, Snow + Fog",feels like 22 degree celsius,0.197,93 %,0.3284,1,35,36
586,587,26-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain +Scattered clouds",feels like 20 degree celsius,0.1818,93 %,0.3582,0,26,26
587,588,27-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 22 degree celsius,0.2273,55 %,0.194,1,23,24
588,589,27-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 22 degree celsius,0.2424,55 %,0.1045,2,82,84
589,590,27-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 20 degree celsius,0.2273,69 %,0.0896,3,101,104
590,591,27-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 20 degree celsius,0.2273,69 %,0.0896,3,76,79
591,592,27-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 18 degree celsius,0.2121,74 %,0.0896,4,55,59
592,593,27-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 18 degree celsius,0.2121,74 %,0.0896,2,36,38
593,594,27-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 18 degree celsius,0.2121,74 %,0.0896,0,27,27
594,595,27-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 18 degree celsius,0.197,80 %,0.1642,0,16,16
595,596,28-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 20 degree celsius,0.2121,75 %,0.1343,0,9,9
596,597,28-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 20 degree celsius,0.2121,75 %,0.1343,1,2,3
597,598,28-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 20 degree celsius,0.2121,75 %,0.1642,0,2,2
598,599,28-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 20 degree celsius,0.2273,75 %,0.1045,1,0,1
599,600,28-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 18 degree celsius,0.2121,80 %,0.1045,0,4,4
600,601,28-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 18 degree celsius,0.197,80 %,0.1343,0,16,16
601,602,28-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 16 degree celsius,0.197,86 %,0.0896,2,58,60
602,603,28-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 16 degree celsius,0.197,86 %,0.0896,2,155,157
603,604,28-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain +Scattered clouds",feels like 18 degree celsius,0.2121,86 %,0.0896,6,95,101
604,605,28-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain +Scattered clouds",feels like 18 degree celsius,0.2121,86 %,0.1045,0,49,49
605,606,28-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain +Scattered clouds",feels like 18 degree celsius,0.2121,93 %,0.1045,0,30,30
606,607,28-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain +Scattered clouds",feels like 18 degree celsius,0.2121,93 %,0.1045,1,28,29
607,608,28-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain +Scattered clouds",feels like 18 degree celsius,0.2121,93 %,0.1045,0,31,31
608,609,28-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain +Scattered clouds",feels like 22 degree celsius,0.2727,80 %,0.0,2,36,38
609,610,28-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 20 degree celsius,0.2576,86 %,0.0,1,40,41
0,611,28-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 22 degree celsius,0.2727,80 %,0.0,10,70,80
1,612,28-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 24 degree celsius,0.2424,75 %,0.1343,2,147,149
2,613,28-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 24 degree celsius,0.2273,75 %,0.194,2,107,109
3,614,28-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 24 degree celsius,0.2424,75 %,0.1343,5,84,89
4,615,28-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 24 degree celsius,0.2273,70 %,0.194,1,61,62
5,616,28-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 22 degree celsius,0.2273,75 %,0.1343,1,57,58
6,617,28-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 24 degree celsius,0.2121,65 %,0.3582,0,26,26
7,618,28-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 24 degree celsius,0.2273,60 %,0.2239,1,22,23
8,619,29-01-2011,Spring,Not a Holiday,Working day,"Clear, Few clouds, Partly cloudy",feels like 22 degree celsius,0.197,64 %,0.3582,2,26,28
9,620,29-01-2011,Spring,Not a Holiday,Working day,"Clear, Few clouds, Partly cloudy",feels like 22 degree celsius,0.2273,64 %,0.194,0,20,20
10,621,29-01-2011,Spring,Not a Holiday,Working day,"Clear, Few clouds, Partly cloudy",feels like 22 degree celsius,0.2273,64 %,0.1642,0,15,15
11,622,29-01-2011,Spring,Not a Holiday,Working day,"Clear, Few clouds, Partly cloudy",feels like 20 degree celsius,0.2121,64 %,0.1343,3,5,8
12,623,29-01-2011,Spring,Not a Holiday,Working day,"Clear, Few clouds, Partly cloudy",feels like 16 degree celsius,0.1818,69 %,0.1045,1,2,3
13,624,29-01-2011,Spring,Not a Holiday,Working day,"Clear, Few clouds, Partly cloudy",feels like 16 degree celsius,0.1818,64 %,0.1343,0,2,2
14,625,29-01-2011,Spring,Not a Holiday,Working day,"Clear, Few clouds, Partly cloudy",feels like 16 degree celsius,0.1818,59 %,0.1045,1,4,5
15,626,29-01-2011,Spring,Not a Holiday,Working day,"Clear, Few clouds, Partly cloudy",feels like 18 degree celsius,0.197,55 %,0.1642,3,31,34
16,627,29-01-2011,Spring,Not a Holiday,Working day,"Clear, Few clouds, Partly cloudy",feels like 18 degree celsius,0.2121,59 %,0.0896,0,34,34
17,628,29-01-2011,Spring,Not a Holiday,Working day,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 18 degree celsius,0.2121,64 %,0.1045,4,51,55
18,629,29-01-2011,Spring,Not a Holiday,Working day,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 18 degree celsius,0.197,64 %,0.1343,4,60,64
19,630,29-01-2011,Spring,Not a Holiday,Working day,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 20 degree celsius,0.197,59 %,0.194,12,66,78
20,631,29-01-2011,Spring,Not a Holiday,Working day,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 22 degree celsius,0.2273,55 %,0.1642,9,56,65
21,632,29-01-2011,Spring,Not a Holiday,Working day,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 22 degree celsius,0.2273,60 %,0.1343,10,89,99
22,633,29-01-2011,Spring,Not a Holiday,Working day,"Clear, Few clouds, Partly cloudy",feels like 22 degree celsius,0.2121,69 %,0.2537,22,98,120
23,634,29-01-2011,Spring,Not a Holiday,Working day,"Clear, Few clouds, Partly cloudy",feels like 24 degree celsius,0.2424,60 %,0.1642,19,88,107
24,635,29-01-2011,Spring,Not a Holiday,Working day,"Clear, Few clouds, Partly cloudy",feels like 24 degree celsius,0.2879,60 %,0.0,9,82,91
25,636,29-01-2011,Spring,Not a Holiday,Working day,"Clear, Few clouds, Partly cloudy",feels like 22 degree celsius,0.2273,69 %,0.1343,9,59,68
26,637,29-01-2011,Spring,Not a Holiday,Working day,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 22 degree celsius,0.2121,69 %,0.2537,6,52,58
27,638,29-01-2011,Spring,Not a Holiday,Working day,"Clear, Few clouds, Partly cloudy",feels like 18 degree celsius,0.2121,74 %,0.0896,1,42,43
28,639,29-01-2011,Spring,Not a Holiday,Working day,"Clear, Few clouds, Partly cloudy",feels like 18 degree celsius,0.2121,74 %,0.0896,1,35,36
29,640,29-01-2011,Spring,Not a Holiday,Working day,"Clear, Few clouds, Partly cloudy",feels like 16 degree celsius,0.197,80 %,0.0896,4,28,32
30,641,29-01-2011,Spring,Not a Holiday,Working day,"Clear, Few clouds, Partly cloudy",feels like 16 degree celsius,0.197,80 %,0.0896,3,30,33
31,642,30-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 16 degree celsius,0.1818,80 %,0.1045,0,33,33
32,643,30-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 14 degree celsius,0.2121,80 %,0.0,7,22,29
33,644,30-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 16 degree celsius,0.2273,80 %,0.0,1,10,11
34,645,30-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 14 degree celsius,0.2121,93 %,0.0,1,7,8
35,646,30-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 14 degree celsius,0.2121,93 %,0.0,0,1,1
36,647,30-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 14 degree celsius,0.2121,86 %,0.0,0,3,3
37,648,30-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 14 degree celsius,0.2121,86 %,0.0,0,3,3
38,649,30-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 14 degree celsius,0.2121,86 %,0.0,1,11,12
